text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"Yes. Women have lost their jobs, been blamed for their own assaults and faced personal and professional consequence… https://t.co/fzhr0Kj2TC",FALSE,0,NA,2019-10-30T20:10:44Z,TRUE,NA,1189635769599586305,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ljmontello,0,FALSE,FALSE,NA,NA
RT @CECCgov: Chinese authorities detain leading #MeToo activist &amp; independent journalist Sophia Huang Xueqin. Huang supported many sexual a…,FALSE,0,NA,2019-10-30T20:10:44Z,FALSE,NA,1189635767745728512,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",thepanderexpre1,176,TRUE,FALSE,NA,NA
RT @JustLuai: Prophet Mohammed seriously raped a 9 year old girl yet the “European Court” wants to make it illegal to “offend” the aforemen…,FALSE,0,NA,2019-10-30T20:10:39Z,FALSE,NA,1189635748552687622,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mikelevandi,37,TRUE,FALSE,NA,NA
RT @JustLuai: Prophet Mohammed seriously raped a 9 year old girl yet the “European Court” wants to make it illegal to “offend” the aforemen…,FALSE,0,NA,2019-10-30T20:10:31Z,FALSE,NA,1189635716046901249,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AiraArtur,37,TRUE,FALSE,NA,NA
@Tazeen_11 Pic seems #MeToo to #wetoo,FALSE,0,Tazeen_11,2019-10-30T20:10:28Z,FALSE,1189437603352928256,1189635703472345088,56665367,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pramodav2015,0,FALSE,FALSE,NA,NA
RT @FeministChina: It has been more than two weeks since Huang is missing! Feminists from Hong Kong made a poster for Huang! Please share i…,FALSE,0,NA,2019-10-30T20:10:23Z,FALSE,NA,1189635680650969089,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CcCitrius,8,TRUE,FALSE,NA,NA
"RT @NeverOnBrand: If a guy says he's nervous about #MeToo, just remind him that we come down pretty hard on murderers too, and ask him why…",FALSE,0,NA,2019-10-30T20:10:18Z,FALSE,NA,1189635660287791111,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",heylille,38401,TRUE,FALSE,NA,NA
"RT @KaivanShroff: “#MeToo has gone too far,” they said.

Weinstein — out and about in NYC

Polanski — won at Venice Film Festival

Louis CK…",FALSE,0,NA,2019-10-30T20:10:11Z,FALSE,NA,1189635632097845251,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DesireEvaBlake,3151,TRUE,FALSE,NA,NA
"RT @KaivanShroff: “#MeToo has gone too far,” they said.

Weinstein — out and about in NYC

Polanski — won at Venice Film Festival

Louis CK…",FALSE,0,NA,2019-10-30T20:10:10Z,FALSE,NA,1189635628020981760,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",____Taty,3151,TRUE,FALSE,NA,NA
"This is where I’m supposed to say that California congresswoman Katie Hill was right to step down, women can be pre… https://t.co/DdWG4Htuem",FALSE,0,NA,2019-10-30T20:10:02Z,TRUE,NA,1189635593321336832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HelloBellingham,0,FALSE,FALSE,NA,NA
"I want all news to have the New Year's resolution of 

Instead of saying ""because of the #MeToo movement"" we say ""b… https://t.co/xEHM91995W",FALSE,1,NA,2019-10-30T20:09:54Z,TRUE,NA,1189635561314586624,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",lar_emo,0,FALSE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:09:53Z,FALSE,NA,1189635556122038272,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",60sReno,18,TRUE,FALSE,NA,NA
RT @chifightfor15: Be Heard Act: Brings an end to harassment by enhancing accountability and rejecting discrimination in the workplace. The…,FALSE,0,NA,2019-10-30T20:09:51Z,FALSE,NA,1189635547175751680,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Peter26061980,2,TRUE,FALSE,NA,NA
"RT @StPaulsLondon: 2 years ago, #MeToo disclosures rocked workplaces around the world. What has changed since then?

Join us on the 19th No…",FALSE,0,NA,2019-10-30T20:09:47Z,FALSE,NA,1189635531031924743,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mathewjguest,6,TRUE,FALSE,NA,NA
"@smellysocks88 Thank you for speaking out about this horrible issue, I know it’s hard but we’re all here to support you #MeToo",FALSE,0,smellysocks88,2019-10-30T20:09:42Z,FALSE,1189633631591059456,1189635510051848193,1108097152193101825,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GameGuys2,0,FALSE,FALSE,NA,NA
"@AbbTakk @Fereeha 31/38-The Sunday Times of 04-02-2018 reported in 'The Magazine Interview: Imran Khan, the former… https://t.co/wHnTxhkvaH",FALSE,0,AbbTakk,2019-10-30T20:09:40Z,TRUE,1189625839320780809,1189635502628098051,1017158666,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dr_ghaus,0,FALSE,FALSE,NA,NA
"RT @StPaulsLondon: 2 years ago, #MeToo disclosures rocked workplaces around the world. What has changed since then?

Join us on the 19th No…",FALSE,0,NA,2019-10-30T20:09:40Z,FALSE,NA,1189635499180380163,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mountainskies,6,TRUE,FALSE,NA,NA
"RT @eraaustralia: ""Responses from black women to #MeToo in both Australia &amp; the US have demanded a deeper interrogation into the power dyna…",FALSE,0,NA,2019-10-30T20:09:36Z,FALSE,NA,1189635484290433024,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",neurofluff,6,TRUE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:09:24Z,FALSE,NA,1189635433535287296,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NCShortcake57,18,TRUE,FALSE,NA,NA
"RT @Survival: In today's #MeToo era, we could learn a lot about equality from indigenous peoples. Awá women in Brazil participate in huntin…",FALSE,0,NA,2019-10-30T20:09:12Z,FALSE,NA,1189635385229561857,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BarbaraNavarro,41,TRUE,FALSE,NA,NA
"How can outdated social norms be changed in order to prevent abuse and violence? https://t.co/LBwWk3AunQ
#feminism… https://t.co/6TKlQEVdjb",FALSE,0,NA,2019-10-30T20:09:12Z,TRUE,NA,1189635383673479168,NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",AroundOMedia,0,FALSE,FALSE,NA,NA
RT @VKailesh: #BB13 #DevoleenaBhattacharjee should be ashamed of herself to use #metoo tag so immaturely and yet again defending it during…,FALSE,0,NA,2019-10-30T20:09:09Z,FALSE,NA,1189635373002940416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",toxicholic0,2,TRUE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:08:53Z,FALSE,NA,1189635305890025474,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cek98954618,18,TRUE,FALSE,NA,NA
RT @WI_Libertarian: @Alyssa_Milano Weird how such an advocate of #MeToo only applies it when she wants to.,FALSE,0,NA,2019-10-30T20:08:41Z,FALSE,NA,1189635255264829444,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DianeC48,1,TRUE,FALSE,NA,NA
"RT @Natasha_Chandel: FYI, a woman (fan) groping a man (@nickjonas) without consent is also sexual assault. #MeToo

If the reverse happened,…",FALSE,0,NA,2019-10-30T20:08:41Z,FALSE,NA,1189635253478088706,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3pacRapper,2,TRUE,FALSE,NA,NA
"RT @EmeraldRobinson: What's so fascinating about the @RepKatieHill story is that she's got ""feminists"" defending and praising her for the e…",FALSE,0,NA,2019-10-30T20:08:21Z,FALSE,NA,1189635168081993729,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RegularJoe25,420,TRUE,FALSE,NA,NA
"RT @EmeraldRobinson: What's so fascinating about the @RepKatieHill story is that she's got ""feminists"" defending and praising her for the e…",FALSE,0,NA,2019-10-30T20:08:12Z,FALSE,NA,1189635131423776769,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ScribbledPages1,420,TRUE,FALSE,NA,NA
"RT @jamiazaad: 13 years it took to some how put it out here,some where, here there and my biggest mistake was underestimating the power of…",FALSE,0,NA,2019-10-30T20:07:40Z,FALSE,NA,1189634996568494082,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akahmer,101,TRUE,FALSE,NA,NA
#MeToo behind bars https://t.co/exqmEdf60E,FALSE,0,NA,2019-10-30T20:07:31Z,FALSE,NA,1189634959843020800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JessicaNowlan,0,FALSE,FALSE,NA,NA
"RT @GraziaUK: Two Years Since The Westminster #MeToo Allegations Not One MP Accused Has Lost Their Job, But Not For Long https://t.co/pDXfI…",FALSE,0,NA,2019-10-30T20:07:21Z,FALSE,NA,1189634918231486464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FARIDIRIARTERUE,1,TRUE,FALSE,NA,NA
@DHSgov @realDonaldTrump @GOPChairwoman @KellyannePolls @SpeakerPelosi @GOPLeader @senatemajldr its time to start t… https://t.co/paO86WeQM6,FALSE,0,DHSgov,2019-10-30T20:07:19Z,TRUE,NA,1189634908131602432,15647676,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sctuten,0,FALSE,FALSE,NA,NA
"RT @KaivanShroff: “#MeToo has gone too far,” they said.

Weinstein — out and about in NYC

Polanski — won at Venice Film Festival

Louis CK…",FALSE,0,NA,2019-10-30T20:07:05Z,FALSE,NA,1189634851558903810,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kopfgeschlagen,3151,TRUE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:06:58Z,FALSE,NA,1189634822609633280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GuastellaSteven,18,TRUE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:06:12Z,FALSE,NA,1189634627847294976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",buffalobill06,18,TRUE,FALSE,NA,NA
"RT @ar15m4mid: Karma is helping push a #MeToo hoax against Kavanaugh, then later having to resign from Congress because of your polyamorous…",FALSE,0,NA,2019-10-30T20:05:48Z,FALSE,NA,1189634528102498311,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",KarrieFleetwood,18,TRUE,FALSE,NA,NA
"Support Greta!

https://t.co/ZI70jZTLne

#climatestrike #patriarchy #womensrights #FridaysForFuture #republicans… https://t.co/LWzMMMHD7Y",FALSE,0,NA,2019-10-30T20:05:42Z,TRUE,NA,1189634503645548546,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JulieRodrig29,0,FALSE,FALSE,NA,NA
"Thank you #ChristineBlaseyFord for speaking up, we believe you and support you and are #inspired by you.… https://t.co/aSCzfrkIsj",FALSE,0,actuallyreal33,2019-10-30T20:05:30Z,TRUE,1189623992358846465,1189634453229862913,2417943763,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",actuallyreal33,0,FALSE,FALSE,NA,NA
"RT @krgpryal: Hi friends, I have a book coming out on Monday. ...

#newbook #evenifyourebroken #booknews #booklaunch #metoo #rapeculture #c…",FALSE,0,NA,2019-10-30T20:05:24Z,FALSE,NA,1189634428349407232,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",OliviaMesser,12,TRUE,FALSE,NA,NA
